I	115916	116431	138
I	116667	116718	138
I	116975	117085	138
I	118209	118552	138
I	118954	119570	138
I	119901	119945	138
I	120186	120241	138
I	120379	120487	138
I	120711	120762	138
I	127337	127384	73
I	127437	128696	138
I	128897	128944	138
I	129125	129175	138
I	129334	132102	138
I	132554	132611	138
I	132694	133413	138
I	134429	134505	138
I	134582	135548	138
I	135899	136234	138
I	136713	137208	119
I	137887	138016	54
I	138144	138192	138
I	138352	138392	138
I	138783	138828	138
I	139033	139079	138
I	139332	139377	138
I	139670	139768	138
I	139983	140135	138
I	140293	140370	138
I	140497	140553	138
I	140871	140915	138
I	141214	141680	138
I	141855	141899	138
I	142024	142066	138
I	142231	142277	138
I	142478	142546	138
I	142672	142728	138
I	142940	143006	138
I	143685	144264	138
I	144397	144439	138
I	144972	146390	138
II	1912	2505	98
II	2695	2737	138
II	2889	2930	138
II	3037	3405	138
II	3553	3801	138
II	3985	4200	138
II	6746	7378	138
II	7534	7580	138
II	7655	7709	138
II	7872	7916	138
II	8031	8271	138
II	8511	8904	138
II	9529	9848	138
II	9955	9998	138
II	10202	10257	138
II	10479	10527	138
II	10677	10736	138
II	11055	11097	138
II	11420	11466	138
II	11602	11647	138
II	13061	13103	121
II	13208	13250	138
II	13386	13432	138
II	13533	13578	138
II	13801	13848	138
II	14170	14576	138
II	14726	14769	138
II	15064	15113	138
II	15238	15497	138
II	15691	15736	138
II	17175	17222	138
II	19751	20592	138
II	20678	20720	138
II	20827	20874	138
II	21441	21687	138
II	23509	23560	138
II	24221	24272	138
II	24852	24902	138
II	24986	25033	138
II	25140	25189	138
II	25647	26648	138
II	26849	26892	138
II	27013	27622	138
II	28000	28062	138
II	30345	30614	138
II	30865	30920	138
II	31006	31058	138
II	31177	31240	138
II	31458	31504	133
II	31902	32219	138
II	32674	32721	138
II	32866	33226	138
II	33361	33408	138
II	34381	34422	138
II	34546	34589	138
II	34839	34884	138
II	35526	35571	138
II	35817	35877	138
II	36563	36604	138
II	36737	36786	138
II	36989	37039	138
II	38905	38949	138
II	39130	39412	138
II	41683	41843	138
II	42482	42532	138
II	43261	43309	138
II	43663	46111	138
II	43978	44033	112
II	44124	44174	138
II	44436	44480	138
II	44725	44778	138
II	45180	45228	138
II	45379	46113	138
II	46990	47233	138
II	47642	47986	93
II	48738	49411	138
II	49567	49615	138
II	51883	51937	138
II	52139	52214	138
II	52616	56815	138
II	53347	53393	138
II	54703	54755	138
II	55070	55154	138
II	57279	57337	138
II	57847	58306	138
II	58443	58492	138
II	58618	58662	138
II	58746	59173	138
II	59276	59329	138
II	59464	59522	138
II	59866	59905	138
II	61386	61527	118
II	61590	61632	138
II	61686	63077	138
II	63163	63206	138
II	63404	63450	138
II	63574	63620	138
II	64013	64075	138
II	69876	69925	138
II	70281	70508	138
II	70673	70719	138
II	72000	72107	138
II	72239	72292	138
II	72613	74289	138
II	74396	74439	138
II	74883	76936	138
II	77038	77158	138
II	77679	78428	138
II	84886	85143	138
II	85218	85363	138
II	85483	85590	138
II	85707	86616	138
II	86648	87265	138
II	87398	87445	138
II	88749	88861	138
II	89039	89250	138
II	89441	89852	138
II	89989	90039	138
II	90213	90542	138
II	90641	90691	138
II	90813	91307	138
II	92603	92975	138
II	93737	93785	138
II	94006	94310	138
II	94584	95161	138
II	96397	96754	138
II	96808	97058	138
II	97182	97241	138
II	97497	97546	138
II	97802	97846	138
II	98560	98625	138
II	99906	99950	138
II	100110	100186	138
II	100257	100302	138
II	100480	100523	138
II	104622	104666	138
II	104765	104822	138
II	104874	104917	138
II	105399	105441	138
II	106327	106530	138
II	106688	106735	138
II	106912	107381	138
II	109414	109466	138
II	109718	109763	138
II	110093	110148	138
II	110522	110567	138
II	110928	110984	138
II	111769	112417	138
II	112750	112802	138
II	112885	112931	138
II	113438	113488	138
II	113573	113626	138
II	113859	113916	138
II	114129	114173	138
II	114693	114747	138
II	115302	115350	138
II	115475	115518	138
II	115835	115885	138
II	116386	119694	138
II	117378	117428	138
II	117852	117900	138
II	118045	118256	138
II	119884	119928	138
II	120013	120068	138
II	120330	120376	138
II	120644	121112	138
II	123501	123550	138
II	123840	123891	138
II	124350	124505	138
II	124663	124705	138
II	124875	124921	136
II	127041	127248	138
II	127619	127663	138
II	127869	128258	138
II	128389	128432	138
II	128572	128618	138
II	128908	128952	122
II	131297	131700	138
II	131815	131860	138
II	131994	132051	138
II	132147	132199	138
II	132398	132443	138
II	132517	132561	138
II	132682	132727	138
II	132821	133416	138
II	135533	135574	102
II	135717	135764	138
II	136164	136204	138
II	136563	136607	138
II	136965	137009	138
II	137267	137315	138
II	137724	137769	138
II	138218	138262	138
II	138465	138507	138
II	139016	139059	138
II	139168	139215	138
II	139585	139626	138
II	139778	139840	129
II	139901	139948	63
III	1508	1557	138
III	2168	2680	138
III	2765	2816	138
III	3400	3446	138
III	4268	8848	138
III	8958	9268	138
III	9434	9886	138
III	10073	10364	138
III	10468	10515	138
III	10642	10796	138
III	11102	11701	138
III	12402	12475	138
III	12628	12964	138
III	13392	13463	138
III	13683	13811	138
III	14084	14521	138
III	14687	14740	138
III	15864	16040	138
III	16252	16520	138
III	16625	16797	138
III	16939	17147	138
III	17562	17910	138
III	18134	18709	138
III	18900	19348	138
III	19445	19502	138
III	20920	21273	138
III	21794	22580	138
III	22725	22776	138
III	22956	23379	138
III	23455	23503	138
III	23756	23858	138
III	35692	35745	138
III	35894	35946	138
III	36345	37125	138
III	37592	37649	138
III	37941	37984	138
III	60150	60197	138
III	60349	60399	138
III	60803	61056	138
III	63208	63342	138
III	64228	64797	138
III	64986	65031	138
III	65421	65981	138
III	69431	69580	138
III	70696	72045	138
III	72424	73594	138
III	73913	74808	138
III	75076	76672	138
III	77086	78273	138
III	78477	79965	138
III	80112	80616	138
III	80868	81424	138
III	81521	81873	138
III	82056	83143	118
III	82411	83143	20
III	83293	83429	138
III	83559	84205	138
III	84399	84654	138
III	84772	84971	138
III	85166	85768	138
III	85978	86026	138
III	86148	86206	138
III	86897	86948	138
III	87119	87186	138
III	87687	87764	138
III	87896	87938	138
III	88006	88047	138
III	88213	89068	138
III	89790	90423	138
III	90683	91098	138
III	91193	91606	138
III	91863	92491	138
III	92638	93133	138
III	93231	93839	138
III	94146	94707	138
III	96870	96918	138
III	115233	115277	138
III	115388	115797	138
III	115889	115950	138
III	116377	116423	138
III	117584	117629	118
III	117776	117818	138
III	117946	118228	138
III	118340	118393	138
III	120517	120560	132
III	120593	120636	138
III	120699	120744	138
III	120776	121156	138
III	121208	122680	138
III	121783	121832	138
III	121931	121977	82
III	122759	123173	138
III	123228	123969	138
III	124048	124095	138
III	124270	124320	138
III	124886	124932	138
III	125062	125621	138
III	125910	125955	138
III	126124	126173	138
III	126636	127759	138
III	127852	127895	123
III	130431	130476	138
III	130641	130733	3
III	131025	131080	124
III	131116	131161	138
III	131272	131405	138
III	131461	131509	138
III	132699	132744	138
III	132969	133966	138
III	134117	134163	138
IV	5221	5461	92
IV	42418	42658	92
IV	47236	47790	138
IV	47873	48275	138
IV	48503	48558	138
IV	48694	48796	136
IV	52827	53346	138
IV	53486	53542	138
IV	58083	58341	138
IV	58426	58836	134
IV	61767	65886	6
IV	87035	87393	138
IV	87510	87745	138
IV	87842	88031	138
IV	88197	88708	138
IV	88799	88847	138
IV	88949	89177	138
IV	89255	89814	138
IV	92078	92803	138
IV	92911	93684	138
IV	93831	98787	138
IV	98891	103932	138
IV	104008	104050	138
IV	104272	105005	138
IV	105136	105651	138
IV	106182	107228	138
IV	107384	107815	138
IV	108288	110001	138
IV	119655	120372	138
IV	121080	121532	138
IV	122086	122404	138
IV	122551	123700	138
IV	124312	124477	138
IV	124931	125644	138
IV	125775	125858	112
IV	126881	127390	138
IV	132497	133875	132
IV	133963	134294	138
IV	134423	135154	138
IV	135374	135425	138
IV	136183	136364	138
IV	136529	136655	138
IV	136923	136967	138
IV	137242	137553	138
IV	138856	139334	138
IV	139497	139550	138
IV	139596	139729	138
IV	139913	139953	138
IV	140071	140141	138
IV	140301	140378	138
IV	140451	140542	138
IV	140699	140804	138
IV	140982	141067	138
IV	141419	141714	138
IV	141751	142259	138
IV	142296	142440	138
IV	142549	142601	138
IV	142659	143756	138
IV	143792	144795	138
IV	144887	147676	138
IV	156258	156358	138
IV	156540	157070	138
IV	157160	157754	138
IV	159109	159383	138
IV	160213	161049	67
IV	161253	161465	138
IV	162901	163592	111
IV	163805	163854	138
IV	165262	165830	138
IV	166028	166519	138
IV	166630	166675	138
IV	166794	167641	138
IV	168342	168388	138
IV	168473	168518	138
IV	168607	168943	138
IV	169222	169724	138
V	1783	2850	138
V	3020	5537	138
V	5967	6023	138
V	7111	7157	138
V	7391	7432	138
V	7610	7650	138
V	21091	22494	138
V	22857	23158	138
V	23295	23561	138
V	23646	23792	138
V	23897	24787	138
V	25260	25964	138
V	26130	26193	138
V	26381	29335	138
V	29516	30199	138
V	30298	35014	138
V	35157	36117	138
V	36856	36917	138
V	37214	38137	138
V	38270	38990	138
V	39027	40453	138
V	40724	41728	138
V	41845	42039	138
V	42167	42213	138
V	42318	43025	138
V	45500	45598	138
V	45647	46700	138
V	48955	49017	34
V	49066	49436	128
V	50102	50996	138
V	51127	51195	138
V	51558	55491	138
V	55588	55793	138
V	59372	59814	138
V	59882	59941	138
V	60061	60320	138
V	60510	60576	138
V	60757	61466	138
V	61978	63042	138
V	63330	63376	138
V	63797	63842	112
V	63988	64295	138
V	64436	64478	19
V	65744	66145	138
V	66336	66453	138
V	67294	68001	138
V	68968	69958	138
V	70106	70790	138
V	70872	77315	138
V	77403	79370	138
V	79507	81149	138
V	81281	83250	138
V	83338	83410	138
V	83514	83714	138
V	103596	103910	138
V	104911	104968	138
V	105961	106998	138
V	107488	108024	138
V	108439	109214	138
V	109894	111085	138
V	111716	112150	138
V	112826	113190	138
V	113580	113953	138
V	114040	114662	138
V	115101	115809	138
V	116790	117363	138
V	117658	118081	138
V	118591	119064	138
V	119258	119799	138
V	119990	120505	138
V	120709	120749	138
V	120871	121244	138
V	121681	122181	138
V	124681	125159	138
V	125870	126199	138
V	126453	126497	138
V	126579	126628	138
V	127422	127467	138
V	127731	127780	138
V	127839	127894	138
V	128528	128575	138
V	129354	130190	138
V	130835	131451	138
V	137974	140439	138
V	138932	139151	50
V	139385	139428	138
V	139624	139850	138
V	140579	141146	138
V	145406	145455	138
V	145602	145987	138
V	146501	146719	138
V	148048	148366	138
V	148918	149117	138
V	149820	150204	138
V	150608	151170	138
V	156938	157018	138
V	157287	160307	138
V	160643	163139	138
V	163365	163412	138
V	164035	164083	138
V	164207	164582	138
V	165672	165714	138
V	166084	171369	138
V	167134	167874	138
V	168034	168320	138
V	168518	169980	138
V	170395	171277	138
V	171357	172865	138
V	171466	171600	138
V	171678	172046	138
V	177464	177578	64
V	177701	178469	138
V	179387	180191	138
V	180829	181482	138
V	181862	183688	138
V	183901	184321	138
V	186308	186366	138
V	186475	187258	138
V	187419	188069	138
V	188236	189301	138
V	190308	191281	138
V	191610	192685	138
V	193746	194544	138
V	195393	196902	138
V	197344	198916	138
V	199658	200345	138
V	201817	202539	138
V	202788	203900	138
X	43015	43295	138
X	43555	44234	138
X	44708	44762	138
X	45011	45920	138
X	46262	46347	138
X	46716	46766	138
X	48021	48068	138
X	48205	48268	138
X	48323	48365	138
X	48436	48479	138
X	48549	48693	138
X	48763	52783	138
X	52946	57768	138
X	96495	97551	138
X	97645	97839	138
X	97963	99059	138
X	99483	100759	138
X	101020	102897	138
X	103412	104618	138
X	107061	107805	138
X	108251	108829	138
X	114879	114919	138
X	114998	115162	138
X	115364	115410	138
X	115495	115561	138
X	116244	116610	138
X	117585	117636	138
X	117715	118221	138
X	118686	118921	138
X	119856	120215	138
X	120896	120946	138
X	126036	126078	138
X	126698	126746	138
X	126868	127044	138
X	127193	127570	138
X	140548	140614	138
X	140801	141094	138
X	148307	148360	138
X	148563	148611	138
X	148720	148771	138
X	148880	148926	138
X	162814	162864	138
X	162970	163020	138
